,temporal,contingency,comparision,expansion
1627,1e-05,0.3,1e-05,0.2
1628,1e-05,0.2,1e-05,0.2
1629,1e-05,0.1,1e-05,0.6
1630,1e-05,1e-05,0.7,1e-05
1631,1e-05,0.1,1e-05,0.5
1632,1e-05,0.1,1e-05,0.6
1633,1e-05,1e-05,1e-05,0.6000000000000001
1634,1e-05,1e-05,1e-05,0.3
1635,1e-05,0.3,1e-05,0.1
1636,1e-05,0.8,1e-05,1e-05
1637,0.4,0.2,1e-05,1e-05
1638,1e-05,0.2,1e-05,0.2
1639,1e-05,1e-05,0.6,1e-05
1640,0.1,0.2,1e-05,0.7
1641,1e-05,1e-05,0.1,0.8
1642,1e-05,0.4,0.1,0.5
1643,1e-05,0.2,1e-05,0.7999999999999999
1644,1e-05,0.4,0.1,0.5
1645,1e-05,1e-05,0.7999999999999999,0.1
1646,1e-05,0.5,1e-05,0.4
1647,1e-05,0.2,1e-05,0.8
1648,1e-05,0.6000000000000001,1e-05,0.4
1649,1e-05,0.3,0.1,0.6
1650,0.1,0.6,1e-05,0.30000000000000004
1651,1e-05,0.1,0.1,0.7
1652,1e-05,0.2,1e-05,0.8
1653,1e-05,0.2,0.1,0.7
1654,1e-05,0.5,0.2,0.30000000000000004
1655,1e-05,0.3,1e-05,0.6
1656,1e-05,0.5,1e-05,0.5
1657,0.1,0.3,0.2,0.30000000000000004
1658,1e-05,0.3,1e-05,0.7
1659,1e-05,0.3,0.1,0.4
1660,1e-05,1e-05,1e-05,0.8
1661,0.2,1e-05,1e-05,0.30000000000000004
1662,1e-05,0.6,1e-05,1e-05
1663,1e-05,0.2,1e-05,0.5
1664,1e-05,0.7,1e-05,1e-05
1665,1e-05,0.4,1e-05,0.4
1666,1e-05,0.4,0.1,1e-05
1667,1e-05,0.2,1e-05,0.2
1668,1e-05,1e-05,1e-05,0.2
1669,1e-05,0.5,1e-05,0.2
1670,1e-05,0.2,1e-05,0.4
1671,1e-05,0.3,0.3,1e-05
1672,1e-05,0.1,1e-05,0.4
1673,1e-05,0.3,0.1,0.1
1674,1e-05,0.5,1e-05,1e-05
1675,1e-05,0.2,1e-05,0.3
1676,1e-05,0.6,1e-05,0.1
1677,1e-05,0.4,1e-05,0.2
1678,1e-05,1e-05,0.1,0.4
1679,1e-05,0.30000000000000004,0.1,0.1
1680,1e-05,1e-05,1e-05,1.0
1681,1e-05,0.5,0.1,0.30000000000000004
1682,1e-05,0.1,0.1,0.8
1683,1e-05,0.4,1e-05,0.6
1684,1e-05,0.2,0.1,0.7
1685,1e-05,1e-05,1e-05,0.8
1686,1e-05,0.30000000000000004,0.3,0.4
1687,1e-05,0.7999999999999999,1e-05,0.2
1688,1e-05,0.2,0.2,0.6000000000000001
1689,1e-05,0.2,0.1,0.7000000000000001
1690,1e-05,0.4,1e-05,0.6
1691,1e-05,0.2,0.2,0.6000000000000001
1692,1e-05,0.30000000000000004,1e-05,0.7
1693,1e-05,0.1,1e-05,0.7999999999999999
1694,1e-05,0.4,0.1,0.5
1695,1e-05,1e-05,0.1,0.8999999999999999
1696,1e-05,0.1,0.1,0.7
1697,1e-05,0.2,1e-05,0.8
1698,0.3,0.4,0.1,0.2
1699,1e-05,0.3,0.2,0.5
1700,1e-05,1.0,1e-05,1e-05
1701,1e-05,0.2,1e-05,0.7
1702,1e-05,0.1,0.1,0.8
1703,1e-05,0.4,1e-05,0.6
1704,1e-05,0.6,0.2,0.2
1705,1e-05,0.8,0.1,0.1
1706,1e-05,1e-05,0.5,0.4
1707,0.1,0.3,0.1,0.5
1708,0.1,1e-05,0.4,0.5
1709,1e-05,0.6,0.1,0.30000000000000004
1710,1e-05,0.4,0.1,0.5
1711,1e-05,0.1,0.1,0.8
1712,1e-05,0.5,0.1,0.4
1713,0.1,0.30000000000000004,1e-05,0.6000000000000001
1714,1e-05,1e-05,0.2,0.8
1715,0.1,0.1,0.1,0.7
1716,1e-05,0.6,1e-05,0.4
1717,1e-05,1e-05,0.1,0.9
1718,0.1,0.3,1e-05,0.6
1719,0.1,0.30000000000000004,1e-05,0.6000000000000001
1720,0.3,0.3,0.1,0.2
1721,1e-05,0.5,0.2,0.2
1722,1e-05,0.4,1e-05,0.5
1723,1e-05,0.5,1e-05,0.5
1724,1e-05,1e-05,0.7000000000000001,0.1
1725,1e-05,0.6,0.1,0.2
1726,1e-05,0.4,0.1,0.4
1727,1e-05,1e-05,0.2,0.7000000000000001
1728,1e-05,0.30000000000000004,1e-05,0.4
1729,1e-05,0.2,0.1,0.6
1730,1e-05,0.2,0.2,0.5
1731,1e-05,0.1,0.2,0.7000000000000001
1732,1e-05,1e-05,0.1,0.7999999999999999
1733,1e-05,0.5,0.1,0.4
1734,1e-05,1e-05,0.2,0.5
1735,1e-05,0.2,0.2,0.30000000000000004
1736,1e-05,0.6,0.30000000000000004,0.1
1737,1e-05,0.4,1e-05,0.6000000000000001
1738,0.1,0.3,0.30000000000000004,0.30000000000000004
1739,1e-05,1e-05,0.5,0.4
1740,1e-05,0.9,1e-05,0.1
1741,1e-05,1e-05,1e-05,1.0
1742,0.2,0.7,1e-05,0.1
1743,0.1,0.9,1e-05,1e-05
1744,0.1,0.7,1e-05,0.1
1745,1e-05,0.5,0.1,0.4
1746,1e-05,0.7,0.1,0.2
1747,1e-05,1e-05,1.0,1e-05
1748,1e-05,0.3,0.5,0.2
1749,1e-05,0.7,1e-05,0.30000000000000004
1750,1e-05,0.9,0.1,1e-05
1751,1e-05,1.0,1e-05,1e-05
1752,0.1,0.7,1e-05,0.1
1753,1e-05,0.2,0.1,0.7
1754,0.2,0.2,0.1,0.5
1755,0.2,0.2,0.1,0.5
1756,0.2,0.5,0.2,1e-05
1757,1e-05,1e-05,0.5,0.4
1758,1e-05,0.30000000000000004,0.1,0.4
1759,1e-05,0.2,0.1,0.6
1760,1e-05,0.2,0.1,0.7000000000000001
1761,0.1,0.4,1e-05,0.30000000000000004
1762,1e-05,0.5,1e-05,0.5
1763,0.3,0.3,0.1,0.3
1764,1e-05,0.6000000000000001,1e-05,0.4
1765,0.1,0.30000000000000004,0.1,0.4
1766,0.2,0.2,0.1,0.4
1767,1e-05,0.4,0.1,0.5
1768,1e-05,0.1,1e-05,0.9
1769,1e-05,0.30000000000000004,1e-05,0.7
1770,1e-05,0.30000000000000004,0.1,0.6000000000000001
1771,0.1,0.4,1e-05,0.3
1772,1e-05,1.0,1e-05,1e-05
1773,0.1,0.2,0.1,0.6
1774,1e-05,0.30000000000000004,1e-05,0.6000000000000001
1775,1e-05,0.4,0.1,0.5
1776,1e-05,0.8,1e-05,0.1
1777,1e-05,0.6,0.1,0.2
1778,1e-05,0.3,0.3,0.4
1779,1e-05,0.30000000000000004,1e-05,0.7
1780,1e-05,0.30000000000000004,1e-05,0.7
1781,1e-05,0.1,0.1,0.8
1782,0.1,0.1,0.1,0.6
1783,0.1,0.6,0.2,0.1
1784,0.2,0.4,0.1,0.30000000000000004
1785,1e-05,0.30000000000000004,1e-05,0.6
1786,1e-05,0.1,0.5,0.4
1787,1e-05,0.5,0.3,0.2
1788,0.1,0.3,0.1,0.5
1789,0.1,0.4,1e-05,0.5
1790,1e-05,0.5,0.1,0.2
1791,1e-05,0.7,1e-05,0.30000000000000004
1792,0.1,0.3,0.1,0.5
1793,1e-05,0.6,0.1,0.30000000000000004
1794,1e-05,0.2,0.4,0.4
1795,0.1,0.2,0.4,0.30000000000000004
1796,1e-05,0.6,0.1,0.30000000000000004
1797,1e-05,1e-05,0.5,0.5
1798,1e-05,0.1,0.1,0.7999999999999999
1799,1e-05,0.1,0.5,0.30000000000000004
1800,1e-05,1e-05,1e-05,1.0
1801,0.5,0.3,1e-05,0.2
1802,1e-05,1e-05,1e-05,0.2
1803,0.1,0.2,1e-05,0.7000000000000001
1804,1e-05,0.7999999999999999,1e-05,0.2
1805,1e-05,0.2,0.1,0.5
1806,1e-05,0.2,0.1,0.7000000000000001
1807,0.1,0.4,0.1,0.30000000000000004
1808,1e-05,0.1,1e-05,0.8999999999999999
1809,1e-05,0.2,0.1,0.7
1810,0.1,0.2,1e-05,0.4
1811,1e-05,0.2,0.2,0.5
1812,1e-05,0.6,0.4,1e-05
1813,1e-05,0.5,0.1,0.4
1814,0.3,0.4,0.1,0.1
1815,1e-05,0.1,1e-05,0.8
1816,1e-05,0.2,1e-05,0.7
1817,1e-05,0.5,1e-05,0.5
1818,1e-05,1e-05,0.1,0.8999999999999999
1819,1e-05,0.1,1e-05,0.8
1820,1e-05,0.1,1e-05,0.6
1821,1e-05,0.3,0.4,1e-05
1822,1e-05,0.4,0.1,1e-05
1823,1e-05,0.2,1e-05,0.2
1824,1e-05,0.2,1e-05,0.5
1825,1e-05,0.4,1e-05,1e-05
1826,1e-05,0.1,1e-05,0.30000000000000004
1827,1e-05,0.1,1e-05,0.5
1828,1e-05,0.8,1e-05,0.1
1829,1e-05,0.9,1e-05,1e-05
1830,1e-05,0.2,1e-05,0.2
1831,0.1,0.1,1e-05,0.2
1832,1e-05,0.3,1e-05,0.2
1833,1e-05,0.2,1e-05,1e-05
1834,1e-05,1e-05,0.5,1e-05
1835,1e-05,0.4,1e-05,0.4
1836,1e-05,0.2,0.1,0.1
1837,1e-05,0.30000000000000004,1e-05,0.1
1838,1e-05,0.4,0.1,1e-05
1839,1e-05,0.30000000000000004,1e-05,0.30000000000000004
1840,1e-05,0.4,0.30000000000000004,0.2
1841,1e-05,0.7,1e-05,0.2
1842,1e-05,0.3,1e-05,0.5
1843,1e-05,0.7,0.2,1e-05
1844,1e-05,0.30000000000000004,1e-05,0.6000000000000001
1845,1e-05,1e-05,0.3,0.7
1846,1e-05,1e-05,0.3,0.7
1847,1e-05,0.6,0.1,0.30000000000000004
1848,1e-05,0.30000000000000004,1e-05,0.7
1849,1e-05,0.2,0.1,0.7
1850,0.1,0.6,0.30000000000000004,1e-05
1851,1e-05,0.5,1e-05,0.4
1852,1e-05,0.5,0.1,0.4
1853,1e-05,0.5,1e-05,0.5
1854,1e-05,0.8,1e-05,0.2
1855,1e-05,0.7,1e-05,0.30000000000000004
1856,1e-05,0.3,0.30000000000000004,0.4
1857,0.1,0.5,0.2,0.2
1858,1e-05,0.2,0.2,0.6
1859,1e-05,0.3,0.5,0.2
1860,1e-05,0.2,0.2,0.6000000000000001
1861,1e-05,0.6,0.1,0.30000000000000004
1862,0.1,0.4,0.1,0.4
1863,1e-05,0.5,1e-05,0.5
1864,1e-05,0.30000000000000004,1e-05,0.7
1865,1e-05,0.2,0.1,0.7
1866,1e-05,0.1,1e-05,0.9
1867,1e-05,0.1,1e-05,0.8
1868,1e-05,0.6,1e-05,0.4
1869,0.1,0.1,0.6000000000000001,0.1
1870,1e-05,0.4,1e-05,0.6
1871,0.2,0.6,0.1,0.1
1872,1e-05,0.2,0.3,0.4
1873,0.2,0.3,0.1,0.4
1874,1e-05,0.4,0.2,0.4
1875,1e-05,1e-05,0.4,0.6
1876,1e-05,0.3,1e-05,0.6
1877,1e-05,0.1,1e-05,0.8999999999999999
1878,1e-05,1e-05,1e-05,1.0
1879,1e-05,0.2,0.2,0.6
1880,1e-05,0.2,1e-05,0.8
1881,0.1,0.5,0.2,0.2
1882,1e-05,0.4,1e-05,0.5
1883,1e-05,0.2,1e-05,0.8
1884,1e-05,0.5,0.2,0.3
1885,1e-05,0.7,0.2,0.1
1886,1e-05,0.30000000000000004,0.1,0.6000000000000001
1887,1e-05,0.3,0.1,0.6000000000000001
1888,1e-05,0.9,0.1,1e-05
1889,1e-05,0.4,1e-05,0.6000000000000001
1890,0.2,0.6,1e-05,0.2
1891,0.3,0.2,1e-05,0.4
1892,1e-05,1e-05,0.1,0.9
1893,1e-05,0.3,0.1,0.6000000000000001
1894,1e-05,1e-05,0.5,0.4
1895,0.1,1e-05,1e-05,0.7
1896,1e-05,1e-05,1e-05,0.8999999999999999
1897,1e-05,1e-05,0.1,0.8999999999999999
1898,0.1,0.2,1e-05,0.7
1899,0.3,1e-05,1e-05,0.6
1900,1e-05,0.4,1e-05,0.6
1901,1e-05,0.30000000000000004,1e-05,0.7
1902,1e-05,0.6000000000000001,0.2,0.2
1903,1e-05,0.2,1e-05,0.8
1904,1e-05,0.4,0.30000000000000004,0.1
1905,0.1,0.1,1e-05,0.7999999999999999
1906,1e-05,0.2,1e-05,0.7000000000000001
1907,1e-05,0.5,0.1,0.30000000000000004
1908,0.1,0.2,0.1,0.4
1909,0.1,0.1,0.1,0.7
1910,1e-05,0.30000000000000004,0.2,0.3
1911,1e-05,0.7999999999999999,1e-05,0.2
1912,1e-05,0.4,0.30000000000000004,0.2
1913,1e-05,0.2,1e-05,0.8
1914,1e-05,0.1,0.2,0.5
1915,1e-05,0.3,1e-05,0.6
1916,1e-05,1e-05,0.1,0.5
1917,1e-05,0.9,1e-05,0.1
1918,1e-05,0.1,0.1,0.7
1919,1e-05,0.1,0.1,0.8
1920,1e-05,0.4,1e-05,0.6000000000000001
1921,0.1,0.1,0.5,0.30000000000000004
1922,1e-05,0.30000000000000004,0.1,0.6
1923,1e-05,0.4,0.1,0.5
1924,0.1,0.30000000000000004,0.1,0.5
1925,1e-05,0.5,0.2,0.30000000000000004
1926,0.1,0.30000000000000004,0.30000000000000004,0.30000000000000004
1927,1e-05,0.4,0.1,0.5
1928,1e-05,0.3,0.2,0.4
1929,1e-05,0.1,0.1,0.7
1930,1e-05,1.0,1e-05,1e-05
1931,1e-05,0.4,1e-05,0.5
1932,1e-05,0.4,1e-05,0.6000000000000001
1933,0.1,0.4,0.2,0.30000000000000004
1934,0.1,0.3,1e-05,0.6
1935,1e-05,0.4,0.30000000000000004,0.3
1936,0.1,0.4,0.1,0.30000000000000004
1937,1e-05,0.4,0.1,0.5
1938,0.1,0.2,0.1,0.5
1939,0.1,0.1,0.2,0.6
1940,0.1,0.1,0.1,0.7
1941,1e-05,0.3,1e-05,0.7
1942,1e-05,1e-05,1e-05,0.9
1943,0.1,0.1,1e-05,0.8
1944,1e-05,1e-05,0.5,0.5
1945,1e-05,0.5,1e-05,0.5
1946,1e-05,0.4,0.2,0.4
1947,1e-05,1e-05,1e-05,1.0
1948,1e-05,0.2,0.1,0.7000000000000001
1949,1e-05,0.4,0.2,0.30000000000000004
1950,1e-05,0.1,1e-05,0.9
1951,1e-05,0.1,1e-05,0.8999999999999999
1952,0.1,0.5,0.1,0.3
1953,1e-05,1e-05,0.7,0.2
1954,0.1,0.30000000000000004,0.2,0.30000000000000004
1955,0.30000000000000004,0.3,1e-05,0.30000000000000004
1956,1e-05,0.8,1e-05,0.2
1957,1e-05,0.4,1e-05,0.6000000000000001
1958,1e-05,0.2,1e-05,0.7
1959,1e-05,0.4,0.1,0.4
1960,1e-05,0.4,1e-05,0.5
1961,1e-05,1e-05,0.5,0.5
1962,1e-05,1e-05,0.4,0.6
1963,1e-05,0.2,1e-05,0.7999999999999999
1964,1e-05,0.5,1e-05,0.5
1965,1e-05,0.5,1e-05,0.5
1966,1e-05,0.2,0.2,0.6
1967,1e-05,0.1,0.4,0.5
1968,1e-05,0.5,0.1,0.4
1969,0.2,0.4,1e-05,0.30000000000000004
1970,1e-05,0.3,0.5,0.2
1971,1e-05,0.2,0.2,0.4
1972,1e-05,0.1,0.30000000000000004,0.2
1973,1e-05,0.7,0.1,0.2
1974,1e-05,0.2,0.2,0.6
1975,1e-05,0.2,0.3,0.5
1976,1e-05,0.1,1e-05,0.7999999999999999
1977,0.1,0.7999999999999999,0.1,1e-05
1978,1e-05,0.3,1e-05,0.7
1979,1e-05,0.5,0.1,0.4
1980,1e-05,0.5,1e-05,0.4
1981,1e-05,0.30000000000000004,1e-05,0.6
1982,1e-05,0.5,1e-05,0.5
1983,1e-05,0.2,0.30000000000000004,0.5
1984,1e-05,0.5,0.1,0.4
1985,1e-05,0.4,1e-05,0.6000000000000001
1986,1e-05,0.1,1e-05,0.8999999999999999
1987,1e-05,0.1,0.1,0.8
1988,1e-05,0.4,1e-05,0.6000000000000001
1989,1e-05,0.1,0.1,0.8
1990,1e-05,1e-05,1e-05,1.0
1991,1e-05,0.2,1e-05,0.7999999999999999
1992,1e-05,0.1,1e-05,0.4
1993,1e-05,0.1,1e-05,0.6000000000000001
1994,0.1,0.2,0.2,0.5
1995,1e-05,0.8,1e-05,0.1
1996,0.1,0.5,1e-05,0.4
1997,1e-05,0.1,1e-05,0.9
1998,1e-05,0.2,1e-05,0.8
1999,1e-05,0.6,0.1,0.3
2000,1e-05,0.2,0.1,0.7
2001,1e-05,0.6,1e-05,0.4
2002,1e-05,1e-05,1.0,1e-05
2003,0.1,0.3,1e-05,0.6000000000000001
2004,0.2,0.2,0.4,0.2
2005,1e-05,0.4,0.1,0.5
2006,1e-05,0.1,1e-05,0.8999999999999999
2007,1e-05,1e-05,0.1,0.7999999999999999
2008,1e-05,1e-05,1e-05,1.0
2009,1e-05,1e-05,0.1,0.9
2010,0.1,0.5,1e-05,0.30000000000000004
2011,1e-05,0.4,0.2,0.4
2012,1e-05,0.8,1e-05,0.2
2013,1e-05,0.5,1e-05,0.5
2014,1e-05,1e-05,1e-05,1.0
2015,1e-05,0.1,0.1,0.8
2016,1e-05,0.7,0.2,0.1
2017,1e-05,1e-05,0.2,0.7999999999999999
2018,1e-05,0.7,1e-05,0.30000000000000004
2019,1e-05,0.1,0.1,0.7
2020,1e-05,0.4,0.30000000000000004,0.2
2021,1e-05,1e-05,0.4,0.5
2022,1e-05,0.1,0.30000000000000004,0.6
2023,0.1,0.30000000000000004,1e-05,0.6
2024,0.1,0.1,0.6000000000000001,0.2
2025,0.1,0.7000000000000001,1e-05,0.2
2026,0.1,1e-05,1e-05,0.8999999999999999
2027,0.2,1e-05,0.30000000000000004,0.4
2028,1e-05,0.3,0.4,0.30000000000000004
2029,1e-05,0.3,1e-05,0.7
2030,1e-05,1.0,1e-05,1e-05
2031,1e-05,0.1,0.2,0.7
2032,1e-05,0.2,0.4,0.4
2033,1e-05,0.1,0.3,0.5
2034,1e-05,0.1,1e-05,0.9
2035,1e-05,0.2,1e-05,0.8
2036,1e-05,1e-05,1e-05,1.0
2037,1e-05,0.1,1e-05,0.8
2038,1e-05,0.2,0.2,0.6
2039,1e-05,1e-05,0.2,0.8
2040,0.1,0.5,1e-05,0.4
2041,1e-05,0.5,1e-05,0.5
2042,1e-05,1e-05,1e-05,1.0
2043,1e-05,0.4,1e-05,0.6000000000000001
2044,1e-05,0.1,1e-05,0.8
2045,1e-05,0.3,0.4,0.2
2046,1e-05,0.4,0.30000000000000004,0.30000000000000004
2047,1e-05,0.1,1e-05,0.9
2048,1e-05,0.6,0.2,0.2
2049,0.3,0.1,1e-05,0.2
2050,1e-05,1e-05,1e-05,1.0
2051,0.5,1e-05,0.2,0.30000000000000004
2052,1e-05,1e-05,0.6,0.4
2053,0.1,0.5,0.1,0.30000000000000004
2054,0.1,0.2,1e-05,0.7
2055,1e-05,0.2,1e-05,0.7999999999999999
2056,1e-05,0.1,0.2,0.7
2057,1e-05,0.4,0.1,0.4
2058,1e-05,0.6,1e-05,0.4
2059,1e-05,0.3,0.2,0.5
2060,1e-05,0.2,0.4,0.2
2061,1e-05,0.4,1e-05,0.6000000000000001
2062,0.1,0.1,0.2,0.6000000000000001
2063,1e-05,0.2,0.4,0.4
2064,1e-05,0.1,1e-05,0.8999999999999999
2065,1e-05,0.9,1e-05,0.1
2066,1e-05,0.5,1e-05,0.5
2067,1e-05,0.9,1e-05,0.1
2068,1e-05,0.6,0.1,0.3
2069,1e-05,0.1,0.6,0.30000000000000004
2070,1e-05,0.8999999999999999,1e-05,0.1
2071,1e-05,0.5,0.2,0.3
2072,1e-05,0.5,0.1,0.4
2073,1e-05,0.7,0.1,0.2
2074,1e-05,1e-05,0.1,0.9
2075,1e-05,0.2,0.2,0.6000000000000001
2076,1e-05,1e-05,1e-05,0.9
2077,1e-05,0.2,1e-05,0.8
2078,0.1,0.6,1e-05,0.30000000000000004
2079,1e-05,0.2,0.1,0.4
2080,1e-05,0.1,1e-05,0.8999999999999999
2081,0.1,1e-05,1e-05,0.9
2082,1e-05,0.9,1e-05,0.1
2083,1e-05,0.2,1e-05,0.7999999999999999
2084,1e-05,0.2,1e-05,0.8
2085,1e-05,1e-05,1e-05,1.0
2086,1e-05,0.5,1e-05,0.5
2087,0.6,1e-05,1e-05,0.4
2088,1e-05,1e-05,0.1,0.8
2089,1e-05,0.9,1e-05,1e-05
2090,1e-05,0.4,1e-05,0.6000000000000001
2091,1e-05,0.5,1e-05,0.5
2092,1e-05,1e-05,1e-05,0.8999999999999999
2093,1e-05,1e-05,1e-05,1.0
2094,1e-05,0.2,0.30000000000000004,0.4
2095,1e-05,0.9,1e-05,0.1
2096,0.2,1e-05,0.2,0.5
2097,0.4,0.3,0.2,0.1
2098,1e-05,0.1,0.1,0.7
2099,0.1,0.4,1e-05,0.5
2100,0.2,0.1,0.1,0.6000000000000001
2101,1e-05,0.4,0.5,0.1
2102,1e-05,0.6,0.1,0.30000000000000004
2103,1e-05,0.30000000000000004,0.6,0.1
2104,0.1,0.8,0.1,1e-05
2105,1e-05,0.7,1e-05,0.2
2106,1e-05,0.8,1e-05,0.1
2107,0.1,0.3,0.2,0.4
2108,1e-05,0.9,0.1,1e-05
2109,1e-05,0.1,0.4,0.5
2110,0.1,0.30000000000000004,1e-05,0.6
2111,0.1,0.1,0.2,0.5
2112,0.1,0.4,1e-05,0.5
2113,0.1,0.7,1e-05,0.1
2114,0.1,0.8,1e-05,0.1
2115,0.1,0.2,0.30000000000000004,0.2
2116,1e-05,0.4,0.2,0.4
2117,1e-05,0.3,1e-05,0.4
2118,1e-05,0.4,0.30000000000000004,0.30000000000000004
2119,0.2,0.30000000000000004,0.1,0.2
2120,1e-05,0.30000000000000004,1e-05,0.7
2121,1e-05,0.2,1e-05,0.6000000000000001
2122,1e-05,0.5,0.1,0.4
2123,0.1,0.7,1e-05,0.2
2124,1e-05,0.4,0.30000000000000004,0.2
2125,0.1,0.3,1e-05,0.5
2126,1e-05,0.9,1e-05,0.1
2127,1e-05,0.6,0.3,1e-05
2128,0.1,0.8,0.1,1e-05
2129,1e-05,0.1,0.30000000000000004,0.5
2130,1e-05,0.1,1e-05,0.8
2131,1e-05,0.7,1e-05,0.3
2132,1e-05,0.30000000000000004,0.1,0.6
2133,1e-05,0.1,1e-05,0.8999999999999999
2134,1e-05,0.3,0.4,0.30000000000000004
2135,1e-05,0.2,0.6,0.2
2136,0.1,1e-05,0.1,0.7999999999999999
2137,1e-05,0.2,0.5,0.2
2138,0.2,0.3,0.3,0.1
2139,1e-05,0.30000000000000004,0.3,0.30000000000000004
2140,1e-05,0.5,1e-05,0.5
2141,0.2,0.5,1e-05,0.30000000000000004
2142,1e-05,0.7,0.1,0.1
2143,1e-05,0.1,0.30000000000000004,0.5
2144,0.1,0.3,1e-05,0.1
2145,1e-05,0.7,0.3,1e-05
2146,1e-05,0.1,0.2,0.7
2147,0.1,0.4,0.2,0.30000000000000004
2148,1e-05,1.0,1e-05,1e-05
2149,0.4,0.4,1e-05,0.2
2150,0.1,0.8,1e-05,0.1
2151,1e-05,1e-05,1.0,1e-05
2152,1e-05,0.2,0.4,0.4
2153,1e-05,0.2,0.4,0.2
2154,1e-05,0.5,1e-05,0.4
2155,1e-05,0.6,1e-05,0.30000000000000004
2156,1e-05,0.8,1e-05,0.2
2157,1e-05,0.1,0.5,0.2
2158,1e-05,1e-05,0.8,0.1
2159,1e-05,0.4,0.1,0.5
2160,0.1,0.7,0.1,0.1
2161,0.2,0.3,1e-05,0.5
2162,0.3,0.3,0.1,0.30000000000000004
2163,0.3,0.4,1e-05,0.3
2164,0.1,0.4,0.2,0.30000000000000004
2165,1e-05,0.2,0.3,0.5
2166,1e-05,0.2,1e-05,0.6000000000000001
2167,1e-05,0.5,0.1,0.4
2168,1e-05,0.2,0.5,0.30000000000000004
2169,0.1,0.2,0.2,0.5
2170,1e-05,0.3,0.4,0.30000000000000004
2171,1e-05,0.6,1e-05,0.4
2172,1e-05,0.5,1e-05,0.5
2173,1e-05,0.1,0.7999999999999999,1e-05
2174,1e-05,0.5,0.1,0.3
2175,1e-05,0.5,0.2,0.2
2176,1e-05,0.4,0.6000000000000001,1e-05
2177,0.1,0.4,1e-05,0.4
2178,1e-05,0.7,1e-05,0.3
2179,1e-05,0.7,0.1,0.2
2180,0.1,0.8,1e-05,1e-05
2181,1e-05,0.7,1e-05,0.30000000000000004
2182,0.4,0.5,1e-05,0.1
2183,0.1,0.9,1e-05,1e-05
2184,0.2,0.2,1e-05,0.5
2185,0.5,0.3,0.1,0.1
2186,1e-05,0.1,0.5,0.4
2187,1e-05,0.6,0.2,0.2
2188,1e-05,0.30000000000000004,0.4,0.2
2189,0.1,0.1,0.30000000000000004,0.3
2190,1e-05,0.1,0.6,0.1
2191,1e-05,0.4,0.1,0.4
2192,1e-05,0.8,1e-05,0.2
2193,1e-05,0.2,0.3,0.4
2194,1e-05,0.3,0.1,0.6
2195,1e-05,0.1,0.7,0.1
2196,1e-05,0.3,0.4,0.2
2197,1e-05,0.4,0.1,0.30000000000000004
2198,1e-05,0.4,1e-05,0.5
2199,1e-05,0.30000000000000004,0.1,0.6
2200,1e-05,0.3,1e-05,0.7
2201,0.1,0.2,0.30000000000000004,0.1
2202,1e-05,1e-05,1e-05,0.6
2203,1e-05,0.1,0.30000000000000004,0.5
2204,1e-05,1e-05,0.6000000000000001,0.2
2205,1e-05,0.7,1e-05,0.30000000000000004
2206,1e-05,0.2,1e-05,0.7
2207,1e-05,0.3,0.3,0.4
2208,1e-05,0.8,0.2,1e-05
2209,1e-05,0.2,0.1,0.7
2210,1e-05,0.2,0.5,0.2
2211,1e-05,0.7,1e-05,0.30000000000000004
2212,0.2,0.7,1e-05,0.1
2213,1e-05,0.2,0.1,0.7
2214,1e-05,0.2,0.4,0.1
2215,1e-05,0.2,0.30000000000000004,0.4
2216,1e-05,1e-05,0.1,0.7
2217,1e-05,0.6,1e-05,0.30000000000000004
2218,1e-05,0.2,0.1,0.6000000000000001
2219,1e-05,0.3,0.1,0.4
2220,1e-05,0.4,1e-05,0.5
2221,1e-05,0.7,1e-05,0.3
2222,1e-05,1e-05,1e-05,0.5
2223,1e-05,0.2,1e-05,0.8
2224,1e-05,0.6,0.1,0.2
2225,1e-05,1e-05,1e-05,0.8999999999999999
2226,1e-05,0.3,1e-05,0.6
2227,0.1,0.4,0.2,0.30000000000000004
2228,1e-05,0.30000000000000004,1e-05,0.7
2229,1e-05,1e-05,0.5,0.5
2230,1e-05,0.6,1e-05,0.30000000000000004
2231,1e-05,0.7,0.1,0.2
2232,1e-05,0.2,0.1,0.7
2233,1e-05,1e-05,0.1,0.8999999999999999
2234,1e-05,0.1,0.3,0.6
2235,1e-05,0.5,0.1,0.4
2236,0.4,0.4,1e-05,0.2
2237,1e-05,0.30000000000000004,1e-05,0.7
2238,1e-05,0.3,0.1,0.6000000000000001
2239,1e-05,0.1,0.2,0.7
2240,0.1,0.7,1e-05,0.1
2241,0.1,0.6,1e-05,0.3
2242,1e-05,0.4,0.2,0.2
2243,0.3,0.3,1e-05,0.4
2244,0.1,0.6,1e-05,0.2
2245,1e-05,0.7,0.1,0.2
2246,1e-05,0.1,0.30000000000000004,0.6
2247,1e-05,0.5,1e-05,0.5
2248,1e-05,0.9,1e-05,0.1
2249,0.2,0.5,0.1,1e-05
2250,1e-05,0.8,0.1,0.1
2251,0.1,1e-05,1e-05,0.9
2252,0.1,0.2,1e-05,0.6
2253,0.1,0.4,0.4,0.1
2254,0.1,0.30000000000000004,0.2,0.4
2255,1e-05,0.3,0.3,0.3
2256,1e-05,0.1,1e-05,0.7
2257,1e-05,0.2,0.8,1e-05
2258,1e-05,0.3,0.1,0.6000000000000001
